"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"555936a5-dcde-4ed4-ae6c-d9d68f18feeb","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"31bd9329-fd12-450d-bb0d-8e7fe3dc4c46","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Rough In"
"82e71c42-7bd6-40f0-a992-a0c9d34c5edc","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Rough In","Apartment"
"7d9159a6-2222-454e-8bea-73f5dc180bfb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","Apartment","Ground"
"b80e79a3-8c6b-4793-b512-e2ec0a48680b","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 7","7.06"
"0daa1289-dc8f-44c6-8e1a-6aa7df5a8a51","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 7","7.08"
"f37c736f-4ec4-4758-8b82-d54772cb19e5","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 7","7.09"
"c10d4465-3273-46ab-adf6-9fa8dbad3429","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 7","710"
"83486b74-ac94-40a3-8065-fae36ab55da3","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 7","7.11"
"59208d4f-8fb3-4d98-a539-97f1152c403a","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 7","7.12"
"96f04fa0-fd47-41bb-829c-f841c6a0ca0d","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 7","7.14"
"b27f8678-9ae5-4f7e-bec1-1b69e0886c31","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 7","7.15"
"a4afa6d3-0259-463b-b5ce-f0839e92883f","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 7","7.16"
"e266db2d-a5bb-49af-89c7-b6f51c4a10ca","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","Apartment","Level 8"
"8fdba737-6a97-46c6-b4fa-7542dfac0801","","checklist-flat","not-started","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.01"
"3aae2c99-8ed0-41a8-9015-20e8e9b9f131","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.02"
"606ef627-a3a7-46ce-a440-17efb88419b2","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.03"
"9f74c143-ecdd-4d10-bef3-60bb816dabb5","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.05"
"808863cf-e548-4678-9d1f-9b3e9c596667","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.06"
"d2145711-8e72-45e1-a314-4f5f72866fd8","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.07"
"71cd97e3-a23f-4d01-ad50-eb3fe8c10996","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.08"
"4cb36f78-dc3e-4c3c-a465-307618250f7c","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.09"
"57a23b6c-9ba7-4f53-af4a-fb4341ca5535","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.1"
"49b7c6df-ee17-470c-886f-4c656331bd85","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.11"
"4a43d0e7-8b8a-4265-822f-d8c7449a8e73","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.12"
"8fc8cbf4-d082-4c58-a66c-f9d62434b6f9","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 8","8.13"
"8cf1cdf0-087c-4d30-8dd5-004323b80c44","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","Apartment","Level 9"
"a7d4946d-cb26-4075-a1d4-3583839c1632","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","9.01"
"1f965767-5e2e-4737-a878-753fa7c70198","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","9.02"
"db265cd3-45c2-41cc-9b18-3b118fbcaa8c","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","9.04"
"df2c3393-2282-4ae7-93c7-174827313e3d","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","9.05"
"4e3bd297-91ce-44af-b136-8e1ad1bd906c","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","9.06"
"2ad209a9-84b7-4cb5-a51a-4c72615eeaf9","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","9.07"
"f6063ee1-97a6-4638-af98-5bc522d8c8c0","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","9.09"
"418a8ad2-118f-4d1e-b7a8-58f1f04d2c74","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","910"
"d901f1c3-7790-4584-b2df-79fa9f3afd74","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","9.11"
"b5f7a3d5-7775-491c-96e2-d2c0018fc978","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 9","9.12"
"29563188-06c1-4198-ab89-94963dd71aaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","Apartment","Level 10"
"ff433ef1-1698-4e51-a1f9-1c57700abb72","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 10","10.01"
"93c486b0-efbd-47be-aa90-5937339d0c9e","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 10","10.02"
"90d61915-d2c1-4c97-b518-edc37b090e75","","checklist-flat","work-in-progress","Apartments - Rough In Checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Apartment","Level 10","10.03"
"32e1de08-ae06-4902-94e4-502aeca9f229","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off"
"efe9f140-f00f-4264-8064-97cf7887bd99","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Apartment"
"91b73843-8e1d-4873-aad3-73e801976f71","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Apartment","Ground"
"d8a08357-c2a5-4b48-8bc4-52c510c54937","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Ground","G.01"
"61570a23-2fe2-4728-95ad-be420208f3d6","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Ground","G.02"
"e76fb1eb-dabf-43d0-a699-59ec644a6902","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Ground","G.03"
"e73e7209-985c-40c0-9c64-c6bc5f62e516","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Ground","G.04"
"7c3587e3-0911-4531-8a27-3fc1820d1f80","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Ground","G.05"
"69988bdd-53f7-4836-906a-dff414308816","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Ground","G.06"
"95938155-8bfd-4aef-881c-d3db76d4c71e","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Ground","G.07"
"5425718b-b738-44a6-b0dd-fb274d792d8a","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Ground","G.08"
"360f6d98-09dc-482f-a88b-1328f33f23f8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Apartment","Level 1"
"d66fa37a-458b-4551-ad08-e8ce652edc92","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.01"
"b21366b3-d2bf-43d4-b0e4-91139c1ced12","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.02"
"40a4f95d-ea6a-4eeb-bb88-26c0f8ccd7d4","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.03"
"0e60b21f-105e-4132-a25a-cba8de8c66c3","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.04"
"ce59347a-b234-41ee-a96c-7385a4d8c325","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.05"
"bcbb1c59-968a-41a7-9e22-c15b98d43726","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.06"
"f30aef1c-59ad-46e6-983f-acd194c892a7","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.07"
"6cde2f05-424f-48c6-9a3f-02c8f0b7a7be","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.08"
"90a0a999-761c-45e2-ad7b-4d34828830b9","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.09"
"927e0cc8-95d1-4222-8e57-eb3e3f6db94e","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","110"
"0648cacf-63ed-4d31-bab6-3909a5b10e50","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.11"
"46198b5a-c5d7-4f73-bc93-4650eee2efa0","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.12"
"f359447d-c366-46a9-aef5-0c14b15a4ad0","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.13"
"e9be3884-aaff-4c2d-96e8-13e663ffd127","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.14"
"ec12d425-8dab-46c9-b983-3daec5715c63","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.15"
"b1aa8be5-4474-4027-9d4e-688b4f3480ae","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.16"
"748436d3-91ae-498f-acee-7caa3f75f9f7","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.17"
"63a04c01-f181-4bc7-ad94-5dbf5f438a40","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.18"
"41a98d56-585a-4a76-9bfc-7cef6daa354e","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","1.19"
"3db2ca16-493e-4d2a-a985-0ea5c8c69249","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 1","120"
"0ececfa7-b20d-4dbf-a3f6-ee5f8d069a69","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Apartment","Level 2"
"f9272522-b8ea-4c82-843f-ffcf92be1f1b","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.01"
"47111879-ecb9-4a2d-ad8a-b27ef1b886a9","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.02"
"db5d11bd-2270-4511-85de-7ab76814d789","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.03"
"bbefeb01-71f0-4bf6-bad5-f1e312125776","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.04"
"41356b50-90b9-4c9a-af25-9b695186ae54","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.05"
"65789487-5de5-4b3b-ba26-fbd5db60dc5e","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.06"
"d563e717-db09-471b-9917-85a60da6b60e","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.07"
"a70ba9cb-aae1-4069-b4d0-c177d63c0933","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.08"
"255f0d79-d704-4221-bfea-01ada2b0e2c7","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.09"
"c1380243-e271-4e0f-87fe-9b32375a29b7","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","210"
"5ce7f7bd-f128-4695-a3a9-4ebf44b827f8","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.11"
"ca3c7b82-e415-4ce3-a596-645ee00652ae","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.12"
"4fb808cc-2b2f-42dc-938d-5a501706ca80","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.13"
"7c57968c-6bf3-46d2-a7eb-568ef8a16600","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.14"
"94fdf934-acab-4ef7-868c-9d6268af8afc","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.15"
"3384b8b5-fa27-4584-bf92-71298a949e80","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.16"
"fbd77fb2-030d-4233-94b4-caa7ac5a185b","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.17"
"932ae59a-db6f-4471-a97c-ddf6c4f82790","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.18"
"e8a849b9-39d5-441c-aacb-608e0c853623","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.19"
"75000f06-51be-4d2b-a0fe-64c433ae306b","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","220"
"bbd7ffc9-af25-4283-bbf1-7cdb4ba1a7f9","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.21"
"09e88790-2afb-4262-8522-259667ad765f","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 2","2.22"
"e3232341-7eae-42bc-b5a6-c1a916d4960f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","Apartment","Level 3"
"5731f1f2-22b8-4a3e-bf5a-b2d19dc3a62f","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 3","3.01"
"fd1af048-cc38-4eca-9613-8b00ff2158b7","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 3","3.02"
"1a600b5d-c8ff-4f51-9d29-8e91502cc59c","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 3","3.03"
"2cee1946-1b5a-411e-944a-ab2b51ceb29f","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 3","3.04"
"68795787-be42-4f76-a1e3-15d68ef8ce03","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 3","3.05"
"3d50e650-e7c6-446a-a1a3-8506bcd13c2f","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 3","3.06"
"caf4bf4a-8479-4212-af79-65c7b811dc6d","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 3","3.07"
"6f10c495-46cf-4b26-bfbd-fa733d5b1e14","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 3","3.08"
"cfda7766-6ed4-42d7-b6c5-09bb771dd296","","checklist-flat","not-started","Apartments Fit Off Checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Apartment","Level 3","3.09"
